  0.61542030E+00  0.38049167E+00  0.21558694E+01  0.12325669E+03  0.10737470E+04  0.47505974E+03 -0.34676527E+03 -0.95883380E+02 -0.16962009E+03  0.41002184E+07  0.10309673E+07  0.49680533E+07  0.11944802E+03  0.49537445E+00  0.28066677E+00  0.22395878E+00  0.85540146E+00  0.31273754E+00  0.31273754E+00  0.29145839E+00  0.37317889E+00  0.12423009E+03  0.32940606E+00  0.99419375E-03  0.66959975E+00  0.14558495E-01  0.12297351E+01  0.12297351E+01  0.20954690E+01  0.11374077E+01  0.28991736E+03  0.17521949E+00  0.71833903E+00  0.10644148E+00  0.35055870E-01  0.23110608E-02  0.23110608E-02  0.43792415E+00  0.87320286E-03  0.18020037E+03  0.99755331E+00  0.27748271E+03  0.24466909E-02  0.26943140E+03  0.78837309E+02  0.91488950E-01  0.49107374E-01  0.77001596E+00  0.89387719E-01  0.95026368E-01  0.00000000E+00  0.11533652E+04  0.14069499E+04  0.50060825E+03  0.10158591E+04  0.62248965E+00  0.45813218E+02
  0.61593009E+00  0.38031402E+00  0.21545980E+01  0.12305100E+03  0.10721942E+04  0.47550751E+03 -0.34683778E+03 -0.95965883E+02 -0.16967003E+03  0.41076556E+07  0.10377515E+07  0.50154306E+07  0.11934591E+03  0.45619292E+00  0.28179595E+00  0.26201113E+00  0.81174742E+00  0.27054399E+00  0.27054399E+00  0.24679832E+00  0.32559924E+00  0.12396752E+03  0.36857952E+00  0.39193369E-04  0.63138129E+00  0.61534862E-03  0.14592024E+01  0.14592024E+01  0.23938244E+01  0.13711053E+01  0.28956304E+03  0.17522756E+00  0.71816486E+00  0.10660758E+00  0.34286883E-01  0.22646588E-02  0.22646588E-02  0.43488877E+00  0.85452985E-03  0.18021329E+03  0.99739551E+00  0.27714160E+03  0.26044901E-02  0.26903448E+03  0.78672733E+02  0.91035048E-01  0.48987336E-01  0.77036645E+00  0.89611168E-01  0.99528214E-01  0.00000000E+00  0.11542286E+04  0.14064162E+04  0.49974941E+03  0.10142967E+04  0.62243312E+00  0.45823410E+02
  0.61490110E+00  0.38086629E+00  0.21529604E+01  0.12304192E+03  0.10720327E+04  0.47499533E+03 -0.34674746E+03 -0.95761565E+02 -0.17022165E+03  0.40888153E+07  0.10247235E+07  0.49404411E+07  0.11914147E+03  0.47193730E+00  0.28162373E+00  0.24643898E+00  0.82803618E+00  0.28700667E+00  0.28700667E+00  0.26421126E+00  0.34425827E+00  0.12447225E+03  0.35267004E+00  0.26515442E-03  0.64706480E+00  0.40001509E-02  0.13494569E+01  0.13494569E+01  0.22456525E+01  0.12596323E+01  0.28974142E+03  0.17539266E+00  0.71811112E+00  0.10649622E+00  0.34246225E-01  0.22667857E-02  0.22667857E-02  0.43875483E+00  0.85526809E-03  0.18049159E+03  0.99746898E+00  0.27729566E+03  0.25310163E-02  0.26926409E+03  0.78699522E+02  0.91409628E-01  0.49127303E-01  0.77060759E+00  0.88855484E-01  0.99202769E-01  0.00000000E+00  0.11531374E+04  0.14056637E+04  0.49955084E+03  0.10141643E+04  0.62253458E+00  0.45751348E+02
  0.61491018E+00  0.38115846E+00  0.21539027E+01  0.12313327E+03  0.10719846E+04  0.47384660E+03 -0.34666570E+03 -0.95535038E+02 -0.17055855E+03  0.40830367E+07  0.10241727E+07  0.49480710E+07  0.11920570E+03  0.48542546E+00  0.28113843E+00  0.23343611E+00  0.84312466E+00  0.30164004E+00  0.30164004E+00  0.27975370E+00  0.36073359E+00  0.12451944E+03  0.33930666E+00  0.63003089E-03  0.66006331E+00  0.92906496E-02  0.12736478E+01  0.12736478E+01  0.21479853E+01  0.11822456E+01  0.28989349E+03  0.17526788E+00  0.71823154E+00  0.10650058E+00  0.34262502E-01  0.22640470E-02  0.22640470E-02  0.43916790E+00  0.85622341E-03  0.18065754E+03  0.99754721E+00  0.27743965E+03  0.24527916E-02  0.26941890E+03  0.78688227E+02  0.92035554E-01  0.49363199E-01  0.76996181E+00  0.88639439E-01  0.10004697E+00  0.00000000E+00  0.11506938E+04  0.14041963E+04  0.49851183E+03  0.10141669E+04  0.62249431E+00  0.45777445E+02
  0.61471993E+00  0.38054259E+00  0.21517107E+01  0.12297274E+03  0.10724348E+04  0.47553894E+03 -0.34619867E+03 -0.95571403E+02 -0.17061469E+03  0.40902328E+07  0.10226654E+07  0.49125295E+07  0.11903486E+03  0.45569971E+00  0.28189997E+00  0.26240032E+00  0.80915285E+00  0.27002843E+00  0.27002843E+00  0.24636509E+00  0.32505725E+00  0.12438799E+03  0.36870996E+00  0.30065542E-04  0.63125998E+00  0.46255555E-03  0.14331621E+01  0.14331621E+01  0.23488246E+01  0.13466504E+01  0.28961455E+03  0.17559033E+00  0.71806996E+00  0.10633971E+00  0.34227237E-01  0.22707069E-02  0.22707069E-02  0.43827816E+00  0.85433913E-03  0.18060467E+03  0.99739300E+00  0.27718447E+03  0.26070010E-02  0.26915471E+03  0.78688600E+02  0.91102193E-01  0.49016791E-01  0.77094808E+00  0.88932936E-01  0.99362760E-01  0.00000000E+00  0.11543156E+04  0.14066255E+04  0.49994927E+03  0.10145239E+04  0.62260983E+00  0.45737189E+02
  0.61474312E+00  0.38115394E+00  0.21506108E+01  0.12300605E+03  0.10738740E+04  0.47569016E+03 -0.34641040E+03 -0.95571208E+02 -0.17067494E+03  0.41030834E+07  0.10272695E+07  0.49606745E+07  0.11898588E+03  0.46501423E+00  0.28189277E+00  0.25309299E+00  0.81940716E+00  0.27986467E+00  0.27986467E+00  0.25665613E+00  0.33613930E+00  0.12470709E+03  0.35940810E+00  0.13659706E-03  0.64045530E+00  0.20526531E-02  0.13695484E+01  0.13695484E+01  0.22632194E+01  0.12810343E+01  0.28977161E+03  0.17557766E+00  0.71797063E+00  0.10645171E+00  0.33829708E-01  0.22462165E-02  0.22462165E-02  0.44122873E+00  0.84719110E-03  0.18073528E+03  0.99742785E+00  0.27732648E+03  0.25721499E-02  0.26930433E+03  0.78758771E+02  0.91127250E-01  0.49010128E-01  0.77126936E+00  0.88593263E-01  0.97314169E-01  0.00000000E+00  0.11547182E+04  0.14078290E+04  0.49933319E+03  0.10158854E+04  0.62275713E+00  0.45970377E+02
  0.61440010E+00  0.38033305E+00  0.21502370E+01  0.12285432E+03  0.10733439E+04  0.47533005E+03 -0.34633642E+03 -0.95547300E+02 -0.17053661E+03  0.40887569E+07  0.10188042E+07  0.48751293E+07  0.11888246E+03  0.44182499E+00  0.28203960E+00  0.27613541E+00  0.79234297E+00  0.25593615E+00  0.25593615E+00  0.23172340E+00  0.30909039E+00  0.12436922E+03  0.38239676E+00  0.13136259E-04  0.61759011E+00  0.20344549E-03  0.14923206E+01  0.14923206E+01  0.24164511E+01  0.14097014E+01  0.28941427E+03  0.17577825E+00  0.71794727E+00  0.10627448E+00  0.34082242E-01  0.22673285E-02  0.22673285E-02  0.43754497E+00  0.85064448E-03  0.18065781E+03  0.99732832E+00  0.27699065E+03  0.26716849E-02  0.26896948E+03  0.78584927E+02  0.91100595E-01  0.49047812E-01  0.77103960E+00  0.88811996E-01  0.10252369E+00  0.00000000E+00  0.11539284E+04  0.14070066E+04  0.49927140E+03  0.10153874E+04  0.62273239E+00  0.45783670E+02
  0.61411697E+00  0.38012468E+00  0.21550626E+01  0.12300874E+03  0.10714108E+04  0.47573640E+03 -0.34619671E+03 -0.95337798E+02 -0.17066104E+03  0.40652095E+07  0.10088835E+07  0.48037797E+07  0.11908856E+03  0.46329458E+00  0.28137185E+00  0.25533358E+00  0.81766405E+00  0.27736249E+00  0.27736249E+00  0.25410354E+00  0.33336989E+00  0.12425801E+03  0.36130351E+00  0.10106678E-03  0.63859542E+00  0.15592694E-02  0.14066346E+01  0.14066346E+01  0.23204718E+01  0.13198150E+01  0.28979997E+03  0.17540191E+00  0.71852709E+00  0.10607100E+00  0.35060634E-01  0.23144022E-02  0.23144022E-02  0.43634139E+00  0.87041261E-03  0.18053153E+03  0.99742749E+00  0.27736621E+03  0.25725109E-02  0.26938160E+03  0.78727077E+02  0.91013287E-01  0.48964536E-01  0.77081573E+00  0.89206451E-01  0.98302788E-01  0.00000000E+00  0.11546772E+04  0.14061490E+04  0.50306264E+03  0.10136266E+04  0.62246059E+00  0.45548470E+02
  0.61483271E+00  0.38051310E+00  0.21516083E+01  0.12276710E+03  0.10736388E+04  0.47499224E+03 -0.34628594E+03 -0.95590603E+02 -0.17042552E+03  0.40959304E+07  0.10249557E+07  0.49260177E+07  0.11893757E+03  0.43538065E+00  0.28204707E+00  0.28257228E+00  0.78526801E+00  0.24928975E+00  0.24928975E+00  0.22483820E+00  0.30154612E+00  0.12421021E+03  0.38909195E+00  0.53327352E-04  0.61085472E+00  0.83383036E-03  0.15288922E+01  0.15288922E+01  0.24632839E+01  0.14475387E+01  0.28924796E+03  0.17552740E+00  0.71789961E+00  0.10657299E+00  0.33879007E-01  0.22489614E-02  0.22489614E-02  0.43514753E+00  0.84481153E-03  0.18052203E+03  0.99732464E+00  0.27681106E+03  0.26753647E-02  0.26875633E+03  0.78459939E+02  0.91108846E-01  0.49083601E-01  0.77087643E+00  0.88931120E-01  0.10637203E+00  0.00000000E+00  0.11532253E+04  0.14067925E+04  0.49893787E+03  0.10156873E+04  0.62269537E+00  0.45893245E+02
  0.61426867E+00  0.38079827E+00  0.21522918E+01  0.12247438E+03  0.10729785E+04  0.47450705E+03 -0.34670813E+03 -0.95735529E+02 -0.17031925E+03  0.40791459E+07  0.10157582E+07  0.48736504E+07  0.11872510E+03  0.42474605E+00  0.28202888E+00  0.29322507E+00  0.77147197E+00  0.23824835E+00  0.23824835E+00  0.21356383E+00  0.28903601E+00  0.12428355E+03  0.39990548E+00  0.18765482E-03  0.59990686E+00  0.29265527E-02  0.15618556E+01  0.15618556E+01  0.24957380E+01  0.14846769E+01  0.28894495E+03  0.17534846E+00  0.71778347E+00  0.10686807E+00  0.33625520E-01  0.22299438E-02  0.22299438E-02  0.43258539E+00  0.83667130E-03  0.18038146E+03  0.99729345E+00  0.27647173E+03  0.27065544E-02  0.26843726E+03  0.78196659E+02  0.91060167E-01  0.49141422E-01  0.77114784E+00  0.88650567E-01  0.11488524E+00  0.00000000E+00  0.11521633E+04  0.14057226E+04  0.49934279E+03  0.10150898E+04  0.62269013E+00  0.45814384E+02
