  0.20000000E-01  0.12893672E-01  0.20000000E+01  0.10000000E+14  0.17200000E+06 -0.50000000E+02 -0.29462219E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E-01  0.99323182E+02  0.10544441E-05  0.24633664E+04  0.50768911E-02  0.24653242E+04  0.99492205E+00  0.75013193E+03  0.99999765E+00  0.24624665E+04  0.23455246E-05  0.24636656E+04  0.46834022E+03  0.99916417E+00  0.81423823E-03  0.59601754E-09  0.00000000E+00  0.47718853E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-01  0.12602260E-01  0.20808081E+01  0.10000000E+14  0.17200000E+06 -0.50000000E+02 -0.26667823E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E-01  0.10023828E+03  0.13544310E-05  0.23472738E+04  0.99919778E+00  0.23963570E+04  0.80086545E-03  0.73225647E+03  0.99999761E+00  0.23953052E+04  0.23874122E-05  0.23965365E+04  0.46823296E+03  0.99911498E+00  0.86274301E-03  0.76849529E-09  0.00000000E+00  0.49109172E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-01  0.12323679E-01  0.21616162E+01  0.10000000E+14  0.17200000E+06 -0.50000000E+02 -0.24296472E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E-01  0.10111887E+03  0.17077027E-05  0.22423065E+04  0.99983574E+00  0.23381937E+04  0.16254975E-03  0.71596294E+03  0.99999759E+00  0.23371709E+04  0.24149201E-05  0.23384315E+04  0.46813811E+03  0.99906887E+00  0.90827743E-03  0.96971839E-09  0.00000000E+00  0.46664653E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-01  0.12056844E-01  0.22424242E+01  0.10000000E+14  0.17200000E+06 -0.50000000E+02 -0.22261077E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E-01  0.10196008E+03  0.21188913E-05  0.21480441E+04  0.99992468E+00  0.22874317E+04  0.73205044E-04  0.70100955E+03  0.99999757E+00  0.22864350E+04  0.24299493E-05  0.22877221E+04  0.46805385E+03  0.99902577E+00  0.95092436E-03  0.12012202E-08  0.00000000E+00  0.45345128E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-01  0.11801360E-01  0.23232323E+01  0.10000000E+14  0.17200000E+06 -0.50000000E+02 -0.20497070E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E-01  0.10275960E+03  0.25923200E-05  0.20628017E+04  0.99995390E+00  0.22427474E+04  0.43505769E-04  0.68720747E+03  0.99999757E+00  0.22417773E+04  0.24346233E-05  0.22430886E+04  0.46797855E+03  0.99898543E+00  0.99088534E-03  0.14645332E-08  0.00000000E+00  0.45799566E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-01  0.11556549E-01  0.24040404E+01  0.10000000E+14  0.17200000E+06 -0.50000000E+02 -0.18955199E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E-01  0.10351668E+03  0.31324490E-05  0.19852389E+04  0.99996713E+00  0.22031423E+04  0.29738566E-04  0.67440375E+03  0.99999757E+00  0.22021995E+04  0.24305920E-05  0.22035329E+04  0.46791096E+03  0.99894772E+00  0.10283141E-02  0.17611009E-08  0.00000000E+00  0.45486068E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-01  0.11321346E-01  0.24848485E+01  0.10000000E+14  0.17200000E+06 -0.50000000E+02 -0.17598425E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E-01  0.10423104E+03  0.37437370E-05  0.19143367E+04  0.99997418E+00  0.21680079E+04  0.22071903E-04  0.66248335E+03  0.99999758E+00  0.21670934E+04  0.24185948E-05  0.21684470E+04  0.46785031E+03  0.99891264E+00  0.10631733E-02  0.20918521E-08  0.00000000E+00  0.45279037E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-01  0.11095088E-01  0.25656566E+01  0.10000000E+14  0.17200000E+06 -0.50000000E+02 -0.16395748E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E-01  0.10490397E+03  0.44311198E-05  0.18491679E+04  0.99997827E+00  0.21366411E+04  0.17294961E-04  0.65133471E+03  0.99999760E+00  0.21357553E+04  0.24000050E-05  0.21371276E+04  0.46779569E+03  0.99888003E+00  0.10956348E-02  0.24581507E-08  0.00000000E+00  0.52044494E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-01  0.10877118E-01  0.26464646E+01  0.10000000E+14  0.17200000E+06 -0.50000000E+02 -0.15322297E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E-01  0.10553737E+03  0.52000285E-05  0.17889538E+04  0.99998072E+00  0.21084395E+04  0.14080388E-04  0.64086150E+03  0.99999762E+00  0.21075821E+04  0.23760708E-05  0.21089716E+04  0.46774632E+03  0.99884969E+00  0.11258817E-02  0.28615425E-08  0.00000000E+00  0.49709437E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-01  0.10667002E-01  0.27272727E+01  0.10000000E+14  0.17200000E+06 -0.50000000E+02 -0.14359034E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E-01  0.10613306E+03  0.60555069E-05  0.17331007E+04  0.99998215E+00  0.20829740E+04  0.11790702E-04  0.63099158E+03  0.99999765E+00  0.20821447E+04  0.23477590E-05  0.20835500E+04  0.46770156E+03  0.99882148E+00  0.11540513E-02  0.33033832E-08  0.00000000E+00  0.47211985E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
