  0.60000000E+00  0.50678515E+00  0.14174860E+01  0.14641188E+08  0.72533211E+05  0.00000000E+00 -0.21984217E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12408697E+03  0.15265658E-03  0.14057452E+04  0.29395370E-02  0.17501901E+04  0.99690781E+00  0.35663277E+02  0.99204030E+00  0.14208477E+04  0.79596955E-02  0.14136592E+04  0.19554077E+03  0.99679557E+00  0.27577669E-02  0.99085490E-06
  0.60000000E+00  0.73748012E+00  0.10919649E+01  0.20196052E+09  0.21051747E+06  0.00000000E+00 -0.32197003E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12131622E+03  0.37841985E-05  0.10370792E+05  0.95455156E-06  0.15158977E+05  0.99999526E+00  0.27728677E+03  0.99976541E+00  0.10569760E+05  0.23459149E-03  0.10568167E+05  0.58533730E+03  0.99994690E+00  0.51965283E-04  0.15252547E-10
  0.60000000E+00  0.58950800E+00  0.13282342E+01  0.66583111E+09  0.33464610E+05  0.00000000E+00 -0.16099955E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12505496E+03  0.68989149E-06  0.88680873E+03  0.33260247E-02  0.11721503E+04  0.99667329E+00  0.88127981E+02  0.97783955E+00  0.90769523E+03  0.22160445E-01  0.89502147E+03  0.86169770E+02  0.98459540E+00  0.90393181E-02  0.47304881E-05
  0.60000000E+00  0.48712165E+00  0.14865174E+01  0.25849880E+08  0.68609813E+05  0.00000000E+00 -0.16753086E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12183165E+03  0.34512300E-03  0.12594650E+04  0.61548057E-02  0.15257693E+04  0.99350007E+00  0.34262085E+02  0.99075164E+00  0.12737813E+04  0.92483602E-02  0.12661773E+04  0.18431765E+03  0.99594352E+00  0.34471834E-02  0.20824818E-05
  0.60000000E+00  0.50856499E+00  0.14939767E+01  0.27799190E+10  0.62539470E+05  0.00000000E+00 -0.23332591E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12383235E+03  0.18692793E-03  0.12682659E+04  0.62593894E-02  0.15399071E+04  0.99355368E+00  0.76856875E+02  0.99102476E+00  0.12843435E+04  0.89752394E-02  0.12768623E+04  0.16703378E+03  0.99561549E+00  0.36168985E-02  0.21763698E-05
  0.60000000E+00  0.52892422E+00  0.13841421E+01  0.17390505E+09  0.35552515E+05  0.00000000E+00 -0.96280656E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12303725E+03  0.17638540E-03  0.82652704E+03  0.74328314E-02  0.10387607E+04  0.99239078E+00  0.71825627E+02  0.97736431E+00  0.84513414E+03  0.22635692E-01  0.83283273E+03  0.91805451E+02  0.98458161E+00  0.95275841E-02  0.83855132E-05
  0.60000000E+00  0.48892949E+00  0.15297474E+01  0.18350023E+10  0.56781002E+05  0.00000000E+00 -0.16046812E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12169301E+03  0.42211966E-03  0.11132946E+04  0.11605813E-01  0.13227514E+04  0.98797207E+00  0.68724726E+02  0.98898493E+00  0.11290555E+04  0.11015069E-01  0.11208783E+04  0.15091182E+03  0.99416187E+00  0.46648004E-02  0.42609284E-05
  0.60000000E+00  0.43367253E+00  0.16884553E+01  0.10947280E+08  0.40039314E+05  0.00000000E+00 -0.35883298E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10906019E+03  0.48996274E-02  0.64675121E+03  0.91562329E-01  0.73807734E+03  0.90353804E+00  0.35522755E+02  0.97199965E+00  0.66752467E+03  0.28000351E-01  0.65483855E+03  0.10335712E+03  0.97901468E+00  0.14488908E-01  0.63195395E-04
  0.60000000E+00  0.53278666E+00  0.13510152E+01  0.57384727E+08  0.51323484E+05  0.00000000E+00 -0.18203312E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12529791E+03  0.73006872E-04  0.11720016E+04  0.27428627E-02  0.14899159E+04  0.99718413E+00  0.69292405E+02  0.98811534E+00  0.11894521E+04  0.11884659E-01  0.11804814E+04  0.13652736E+03  0.99448305E+00  0.41874806E-02  0.15596982E-05
  0.60000000E+00  0.50087337E+00  0.14679174E+01  0.21427283E+09  0.78075697E+05  0.00000000E+00 -0.27671382E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12417689E+03  0.16058130E-03  0.15108697E+04  0.36881058E-02  0.18450695E+04  0.99615131E+00  0.51777302E+02  0.99347139E+00  0.15262393E+04  0.65286110E-02  0.15198289E+04  0.21054912E+03  0.99725884E+00  0.24049117E-02  0.93296149E-06
