  0.60000000E+01  0.99999377E+06  0.99999529E+06 -0.16261780E+07  0.99999952E+06  0.99999905E+06  0.99999998E+06  0.90398547E+03
  0.60000000E+01  0.10000003E+07  0.10000003E+07 -0.16278716E+07  0.10000000E+07  0.10000000E+07  0.99999999E+06  0.90403051E+03
  0.60000000E+01  0.10000004E+07  0.10000004E+07 -0.16296404E+07  0.10000000E+07  0.10000000E+07  0.99999999E+06  0.90407841E+03
  0.60000000E+01  0.10000005E+07  0.10000004E+07 -0.16314871E+07  0.10000000E+07  0.10000000E+07  0.99999999E+06  0.90412876E+03
  0.60000000E+01  0.10000006E+07  0.10000005E+07 -0.16334096E+07  0.10000000E+07  0.10000000E+07  0.99999999E+06  0.90418158E+03
  0.60000000E+01  0.10000007E+07  0.10000006E+07 -0.16354057E+07  0.10000000E+07  0.10000001E+07  0.99999999E+06  0.90423684E+03
  0.60000000E+01  0.10000005E+07  0.10000004E+07 -0.16374726E+07  0.10000000E+07  0.10000000E+07  0.99999999E+06  0.90429459E+03
  0.60000000E+01  0.10000006E+07  0.10000005E+07 -0.16396082E+07  0.10000000E+07  0.10000001E+07  0.99999999E+06  0.90435478E+03
  0.60000000E+01  0.10000007E+07  0.10000006E+07 -0.16418093E+07  0.10000000E+07  0.10000001E+07  0.99999999E+06  0.90441744E+03
  0.60000000E+01  0.10000006E+07  0.10000005E+07 -0.16440729E+07  0.10000000E+07  0.10000001E+07  0.99999999E+06  0.90448258E+03
  0.64444444E+01  0.99999922E+06  0.99999944E+06 -0.15385826E+07  0.99999992E+06  0.99999985E+06  0.99999999E+06  0.90562583E+03
  0.64444444E+01  0.10000003E+07  0.10000003E+07 -0.15397718E+07  0.10000000E+07  0.10000000E+07  0.99999999E+06  0.90567440E+03
  0.64444444E+01  0.10000004E+07  0.10000003E+07 -0.15410096E+07  0.10000000E+07  0.10000000E+07  0.99999999E+06  0.90572569E+03
  0.64444444E+01  0.10000005E+07  0.10000004E+07 -0.15422941E+07  0.10000000E+07  0.10000000E+07  0.99999999E+06  0.90577964E+03
  0.64444444E+01  0.10000005E+07  0.10000005E+07 -0.15436227E+07  0.10000000E+07  0.10000000E+07  0.99999999E+06  0.90583625E+03
  0.64444444E+01  0.10000006E+07  0.10000005E+07 -0.15449924E+07  0.10000000E+07  0.10000001E+07  0.99999999E+06  0.90589554E+03
  0.64444444E+01  0.10000007E+07  0.10000006E+07 -0.15464001E+07  0.10000000E+07  0.10000001E+07  0.99999999E+06  0.90595751E+03
  0.64444444E+01  0.10000006E+07  0.10000005E+07 -0.15478421E+07  0.10000000E+07  0.10000000E+07  0.99999999E+06  0.90602219E+03
