  0.38812949E-01  0.26699439E+02  0.56839096E+03  0.44010534E+03 -0.65661364E+03 -0.65661364E+03 -0.12782540E+03  0.21915498E-01  0.67032441E+03  0.11582422E+03  0.28612661E-03  0.72497699E+03  0.99868821E+00  0.78264830E+03  0.10256602E-02  0.37734346E+03  0.99975930E+00  0.78270757E+03  0.24070261E-03  0.78654406E+03  0.18265566E+03  0.99430577E+00  0.55647499E-02  0.68886945E-06  0.00000000E+00  0.19425936E+01  0.75774108E+04  0.81095753E+04  0.28421440E+03  0.81095747E+04  0.10038038E+01  0.28511224E+00  0.21458017E+00  0.00000000E+00  0.00000000E+00  0.98192982E+00  0.42590740E-03  0.11998001E-04  0.00000000E+00  0.00000000E+00  0.98192989E+00  0.43695866E-03  0.40534509E-03  0.00000000E+00  0.00000000E+00  0.98057524E+00  0.14508203E-02  0.12301933E+01  0.26155903E-04  0.12301851E+01
  0.10372124E-01  0.43112692E+02  0.83305998E+03  0.86212273E+03 -0.93731731E+03 -0.93731731E+03 -0.22461788E+03  0.33322723E-02  0.11470686E+04  0.11918419E+03  0.79701552E-04  0.67865752E+03  0.99991883E+00  0.10170188E+04  0.14640846E-05  0.49806802E+03  0.99999404E+00  0.10170621E+04  0.59646658E-05  0.10201558E+04  0.36901249E+03  0.99797173E+00  0.20144471E-02  0.43027921E-07  0.00000000E+00  0.10055997E+01  0.75912792E-02  0.00000000E+00  0.25524940E-01  0.00000000E+00  0.10019371E+01  0.13106700E-02  0.57337168E-03  0.00000000E+00  0.00000000E+00  0.99242473E+00  0.61514245E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.99242474E+00  0.61514245E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.99315970E+00  0.13046068E-04  0.00000000E+00  0.89959299E-06  0.00000000E+00
  0.39004398E-01  0.24040610E+02  0.46323641E+03  0.58379310E+03 -0.74336315E+03 -0.74336315E+03 -0.16160738E+03  0.20866574E-01  0.84849267E+03  0.11715783E+03  0.22102761E-03  0.86721852E+03  0.99761291E+00  0.90823780E+03  0.21660660E-02  0.46508817E+03  0.99979183E+00  0.90824822E+03  0.20817089E-03  0.91149379E+03  0.24455622E+03  0.99640454E+00  0.35413989E-02  0.32648707E-06  0.00000000E+00  0.15384311E+01  0.67819040E+04  0.69569176E+04  0.35510205E+03  0.69569175E+04  0.10038450E+01  0.47166273E+00  0.42676147E+00  0.00000000E+00  0.00000000E+00  0.98233846E+00  0.44901866E-03  0.43185789E-04  0.00000000E+00  0.00000000E+00  0.98233850E+00  0.46324359E-03  0.45129386E-03  0.00000000E+00  0.00000000E+00  0.98139913E+00  0.29519413E-01  0.37428796E+00  0.25201245E-04  0.37428787E+00
  0.63446216E-01  0.16148799E+02  0.50104866E+03  0.50699662E+03 -0.71417259E+03 -0.71417259E+03 -0.48677850E+03  0.41277602E-01  0.76458452E+03  0.11572998E+03  0.45569903E-03  0.86688367E+03  0.99165234E+00  0.90617769E+03  0.78919586E-02  0.84372358E+03  0.98008229E+00  0.90718566E+03  0.19917709E-01  0.90923984E+03  0.21118226E+03  0.99551777E+00  0.43817858E-02  0.74914730E-06  0.00000000E+00  0.12147904E+01  0.27165777E+04  0.27807597E+04  0.26211044E+04  0.27807062E+04  0.10042146E+01  0.95513656E+00  0.88558559E+00  0.00000000E+00  0.00000000E+00  0.97784798E+00  0.77781200E-03  0.13430045E-03  0.00000000E+00  0.00000000E+00  0.97784805E+00  0.84411109E-03  0.82631817E-03  0.00000000E+00  0.00000000E+00  0.97695895E+00  0.36634260E-01  0.37681894E+00  0.29117587E-02  0.37635781E+00
  0.31603926E-01  0.25432588E+02  0.40523454E+03  0.80880773E+03 -0.80613733E+03 -0.80613733E+03 -0.44098680E+03  0.14192061E-01  0.10947392E+04  0.11830519E+03  0.24317122E-03  0.86664529E+03  0.99971906E+00  0.11054373E+04  0.37768050E-04  0.80454402E+03  0.99981991E+00  0.11054573E+04  0.18008874E-03  0.11081121E+04  0.34311430E+03  0.99777478E+00  0.22055307E-02  0.14106139E-06  0.00000000E+00  0.10063901E+01  0.23117671E+00  0.00000000E+00  0.24579993E+00  0.00000000E+00  0.10028527E+01  0.12206507E-01  0.57370786E-02  0.00000000E+00  0.00000000E+00  0.98756135E+00  0.19138935E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.98756136E+00  0.19138935E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.98780581E+00  0.73096920E-04  0.00000000E+00  0.37916848E-04  0.00000000E+00
  0.17694641E-01  0.34865361E+02  0.38869851E+03  0.79075224E+03 -0.59846350E+03 -0.59846350E+03 -0.30942728E+03  0.47002480E-02  0.10276553E+04  0.11772803E+03  0.93251279E-03  0.46250862E+03  0.99906567E+00  0.93833397E+03  0.18205120E-05  0.50301097E+03  0.99998542E+00  0.93836469E+03  0.14581173E-04  0.94164416E+03  0.33499505E+03  0.99743020E+00  0.25466163E-02  0.47437133E-06  0.00000000E+00  0.21821832E+01  0.66993039E+03  0.16671822E+05  0.11312428E+04  0.16671822E+05  0.10019279E+01  0.27079221E-02  0.19108076E-02  0.00000000E+00  0.00000000E+00  0.98733984E+00  0.68956939E-03  0.12483442E-05  0.00000000E+00  0.00000000E+00  0.98734050E+00  0.68961955E-03  0.12495824E-05  0.00000000E+00  0.00000000E+00  0.99200383E+00  0.70858866E-03  0.16379648E+00  0.38151491E-05  0.16379629E+00
  0.60695035E-01  0.20122295E+02  0.34974450E+03  0.61920342E+03 -0.93244532E+03 -0.93244532E+03 -0.31787709E+03  0.39280057E-01  0.93455559E+03  0.11751521E+03  0.21695565E-03  0.97625432E+03  0.42941280E-03  0.11298155E+04  0.99935363E+00  0.74851961E+03  0.99784825E+00  0.97702649E+03  0.21517538E-02  0.97961371E+03  0.25979799E+03  0.99707496E+00  0.28841888E-02  0.31323425E-06  0.00000000E+00  0.13275414E+01  0.51169575E+04  0.00000000E+00  0.25918960E+04  0.51169254E+04  0.10037218E+01  0.26268893E-01  0.63092551E-01  0.00000000E+00  0.00000000E+00  0.98174376E+00  0.81935302E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.98174376E+00  0.81935302E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.98162947E+00  0.15158182E+00  0.00000000E+00  0.21460000E-03  0.15148271E+00
  0.12689191E-01  0.31497030E+02  0.89588877E+03  0.57358972E+03 -0.74278267E+03 -0.74278267E+03 -0.33438861E+03  0.62782153E-02  0.81207607E+03  0.11741430E+03  0.47706655E-04  0.71521337E+03  0.99994860E+00  0.10054692E+04  0.36899533E-05  0.63458370E+03  0.99998279E+00  0.10054919E+04  0.17209822E-04  0.10085167E+04  0.24193722E+03  0.99605443E+00  0.38891228E-02  0.53135617E-07  0.00000000E+00  0.10102326E+01  0.30753310E-01  0.00000000E+00  0.36299118E-01  0.00000000E+00  0.10030992E+01  0.18352413E-02  0.27367564E-02  0.00000000E+00  0.00000000E+00  0.98856917E+00  0.37616375E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.98856917E+00  0.37616375E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.98744760E+00  0.23530130E-06  0.00000000E+00  0.63283237E-05  0.00000000E+00
  0.10013711E-01  0.35219531E+02  0.99938166E+03  0.49216269E+03 -0.69182482E+03 -0.69182482E+03 -0.49964840E+03  0.48650636E-02  0.70362514E+03  0.11663243E+03  0.69307064E-04  0.54472347E+03  0.99992948E+00  0.94063153E+03  0.12090984E-05  0.71569717E+03  0.99997918E+00  0.94065181E+03  0.20822935E-04  0.94391364E+03  0.20692854E+03  0.99474712E+00  0.51583067E-02  0.61306278E-07  0.00000000E+00  0.20766205E+01  0.17023238E+04  0.15586681E+05  0.76263678E+04  0.15586680E+05  0.10031118E+01  0.91843812E-03  0.22542187E-02  0.00000000E+00  0.00000000E+00  0.98881541E+00  0.52693847E-04  0.13321471E-05  0.00000000E+00  0.00000000E+00  0.98881544E+00  0.52839340E-04  0.14036097E-05  0.00000000E+00  0.00000000E+00  0.98730149E+00  0.72914628E-04  0.43628045E+00  0.89636433E-05  0.43628025E+00
  0.12432223E-01  0.38356824E+02  0.44368332E+03  0.90185193E+03 -0.58564602E+03 -0.58564602E+03 -0.46730496E+03  0.25131229E-02  0.11340901E+04  0.11788569E+03  0.28061359E-02  0.32156154E+03  0.99719350E+00  0.99205149E+03  0.36798391E-06  0.56677675E+03  0.99999547E+00  0.99208344E+03  0.45266992E-05  0.99520453E+03  0.38440390E+03  0.99784501E+00  0.21381781E-02  0.15899470E-05  0.00000000E+00  0.25756943E+01  0.85454429E+02  0.25791987E+05  0.25933064E+04  0.25791987E+05  0.99955934E+00  0.32361038E-02  0.12603384E-02  0.00000000E+00  0.00000000E+00  0.98755467E+00  0.18197319E-02  0.92264560E-06  0.00000000E+00  0.00000000E+00  0.98756675E+00  0.18197349E-02  0.92264560E-06  0.00000000E+00  0.00000000E+00  0.99241685E+00  0.18113524E-02  0.17279630E+00  0.21274656E-05  0.17279611E+00
