  0.10695887E+00  0.12673082E+00  0.85632054E+01  0.57673017E+03 -0.32885062E+03 -0.99230181E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.13313732E+04  0.14263266E+04  0.12101811E+03  0.20543336E-03  0.10901448E+04  0.99865354E+00  0.13174750E+04  0.11410314E-02  0.13161441E+04  0.10282390E-01  0.14274398E+04  0.98971761E+00  0.13195331E+04  0.63990781E+02  0.99265920E+00  0.65491927E-02  0.11716910E-05  0.00000000E+00
  0.11389070E+00  0.30874299E+00  0.47590330E+01  0.71809544E+03 -0.41102336E+03 -0.69563506E+02  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.23369033E+04  0.63800479E+03  0.11816724E+03  0.51933230E-09  0.23231505E+04  0.43290289E-04  0.38500093E+04  0.99995671E+00  0.63689445E+03  0.99971613E+00  0.23246228E+04  0.28387162E-03  0.23255478E+04  0.64207645E+02  0.99463215E+00  0.43338125E-02  0.88958927E-07  0.00000000E+00
  0.23378165E+00  0.48324739E+00  0.38180347E+01  0.52995859E+03 -0.76222557E+03 -0.72509316E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.84818293E+03  0.15445625E+04  0.11704038E+03  0.12299714E-04  0.83666884E+03  0.23694238E-03  0.19785397E+04  0.99975076E+00  0.83408204E+03  0.48323763E-02  0.15472258E+04  0.99516762E+00  0.84171145E+03  0.62845459E+02  0.98771468E+00  0.90951569E-02  0.21992158E-05  0.00000000E+00
  0.13826584E+00  0.34325869E+00  0.45537523E+01  0.90789066E+03 -0.90791899E+02 -0.93943567E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.30549349E+04  0.25206034E+04  0.11724376E+03  0.96420793E-08  0.30439575E+04  0.12231497E-03  0.42235551E+04  0.99987768E+00  0.25197922E+04  0.99858702E+00  0.30469804E+04  0.14129785E-02  0.30472115E+04  0.64729937E+02  0.99676611E+00  0.26111623E-02  0.58857813E-07  0.00000000E+00
  0.26691397E+00  0.35814598E+00  0.91895513E+01  0.38712965E+03 -0.13357888E+02 -0.50602332E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.13489230E+04  0.88869204E+03  0.11974455E+03  0.10227676E-02  0.90234872E+03  0.99674401E+00  0.13326844E+04  0.22332220E-02  0.88738318E+03  0.99764489E+00  0.13327438E+04  0.23551090E-02  0.13333942E+04  0.63073123E+02  0.98132678E+00  0.16298126E-01  0.31264906E-04  0.00000000E+00
  0.34042850E+00  0.46811226E+00  0.88801006E+01  0.75287080E+03 -0.54212147E+00 -0.11142779E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.26414782E+04  0.59007002E+03  0.11875403E+03  0.21258821E-03  0.20240399E+04  0.99800340E+00  0.26237893E+04  0.17840150E-02  0.58817488E+03  0.99965934E+00  0.26289112E+04  0.34065726E-03  0.26289903E+04  0.64546565E+02  0.99598172E+00  0.36484732E-02  0.28534804E-05  0.00000000E+00
  0.14148304E+00  0.17685999E+00  0.39413052E+01  0.61448933E+03 -0.19759427E+03 -0.96694625E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.12122935E+04  0.14929532E+04  0.11592577E+03  0.80529766E-04  0.11992015E+04  0.24781332E-01  0.12723482E+04  0.97513814E+00  0.11997598E+04  0.27902805E-02  0.14936992E+04  0.99720972E+00  0.12029880E+04  0.63439767E+02  0.99154932E+00  0.63804236E-02  0.12251238E-05  0.00000000E+00
  0.26379379E+00  0.57768038E+00  0.60428236E+01  0.77346339E+03 -0.44541615E+03 -0.10926252E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.24439521E+04  0.74695793E+03  0.12033199E+03  0.50406133E-05  0.24239038E+04  0.64051919E-03  0.32888611E+04  0.99935444E+00  0.74318617E+03  0.99895065E+00  0.24327555E+04  0.10493541E-02  0.24324264E+04  0.64453832E+02  0.99582667E+00  0.35734126E-02  0.56946055E-06  0.00000000E+00
  0.15949540E+00  0.19044795E+00  0.94721270E+01  0.38578558E+03 -0.11300934E+03 -0.34794131E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.11330981E+04  0.69368085E+03  0.12123454E+03  0.61048026E-03  0.82960478E+03  0.99792578E+00  0.11174214E+04  0.14637350E-02  0.69293846E+03  0.99865840E+00  0.11172957E+04  0.13415952E-02  0.11192427E+04  0.63083245E+02  0.98140284E+00  0.16326123E-01  0.14560574E-04  0.00000000E+00
  0.24112264E+00  0.50447229E+00  0.44709552E+01  0.93850696E+03 -0.34835395E+03 -0.78475162E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.26624549E+04  0.21507221E+04  0.11769179E+03  0.76463956E-06  0.26468170E+04  0.44152158E-03  0.36522189E+04  0.99955771E+00  0.21477080E+04  0.99463274E+00  0.26561636E+04  0.53672634E-02  0.26545386E+04  0.64701731E+02  0.99696308E+00  0.24396521E-02  0.22032069E-06  0.00000000E+00
